,index,count,timeStamp,activity,time,perc
4745,5,482.0,791,Adult Care,1970-01-01 14:11:00,0.65
4746,10,29343.0,792,Leisure,1970-01-01 14:12:00,39.78
4747,6,17491.0,792,Work and Education,1970-01-01 14:12:00,23.71
4748,11,11639.0,792,Travel and Other,1970-01-01 14:12:00,15.78
4749,3,10585.0,792,Housework,1970-01-01 14:12:00,14.35
4750,4,4222.0,792,Child Care,1970-01-01 14:12:00,5.72
4751,5,478.0,792,Adult Care,1970-01-01 14:12:00,0.65
4752,10,29367.0,793,Leisure,1970-01-01 14:13:00,39.82
4753,6,17492.0,793,Work and Education,1970-01-01 14:13:00,23.72
4754,11,11595.0,793,Travel and Other,1970-01-01 14:13:00,15.72
4755,3,10605.0,793,Housework,1970-01-01 14:13:00,14.38
4756,4,4223.0,793,Child Care,1970-01-01 14:13:00,5.73
4757,5,476.0,793,Adult Care,1970-01-01 14:13:00,0.65
4758,10,29396.0,794,Leisure,1970-01-01 14:14:00,39.85
4759,6,17493.0,794,Work and Education,1970-01-01 14:14:00,23.72
4760,11,11551.0,794,Travel and Other,1970-01-01 14:14:00,15.66
4761,3,10615.0,794,Housework,1970-01-01 14:14:00,14.39
4762,4,4236.0,794,Child Care,1970-01-01 14:14:00,5.74
4763,5,467.0,794,Adult Care,1970-01-01 14:14:00,0.63
4764,10,29444.0,795,Leisure,1970-01-01 14:15:00,39.92
4765,6,17494.0,795,Work and Education,1970-01-01 14:15:00,23.72
4766,11,11511.0,795,Travel and Other,1970-01-01 14:15:00,15.61
4767,3,10605.0,795,Housework,1970-01-01 14:15:00,14.38
4768,4,4237.0,795,Child Care,1970-01-01 14:15:00,5.74
4769,5,467.0,795,Adult Care,1970-01-01 14:15:00,0.63
4770,10,30176.0,796,Leisure,1970-01-01 14:16:00,40.91
4771,6,16781.0,796,Work and Education,1970-01-01 14:16:00,22.75
4772,11,11223.0,796,Travel and Other,1970-01-01 14:16:00,15.22
4773,3,10728.0,796,Housework,1970-01-01 14:16:00,14.54
4774,4,4365.0,796,Child Care,1970-01-01 14:16:00,5.92
4775,5,485.0,796,Adult Care,1970-01-01 14:16:00,0.66
4776,10,30212.0,797,Leisure,1970-01-01 14:17:00,40.96
4777,6,16781.0,797,Work and Education,1970-01-01 14:17:00,22.75
4778,11,11224.0,797,Travel and Other,1970-01-01 14:17:00,15.22
4779,3,10727.0,797,Housework,1970-01-01 14:17:00,14.54
4780,4,4345.0,797,Child Care,1970-01-01 14:17:00,5.89
4781,5,469.0,797,Adult Care,1970-01-01 14:17:00,0.64
4782,10,30263.0,798,Leisure,1970-01-01 14:18:00,41.03
4783,6,16786.0,798,Work and Education,1970-01-01 14:18:00,22.76
4784,11,11193.0,798,Travel and Other,1970-01-01 14:18:00,15.18
4785,3,10720.0,798,Housework,1970-01-01 14:18:00,14.53
4786,4,4329.0,798,Child Care,1970-01-01 14:18:00,5.87
4787,5,467.0,798,Adult Care,1970-01-01 14:18:00,0.63
4788,10,30315.0,799,Leisure,1970-01-01 14:19:00,41.1
4789,6,16785.0,799,Work and Education,1970-01-01 14:19:00,22.76
4790,11,11146.0,799,Travel and Other,1970-01-01 14:19:00,15.11
4791,3,10720.0,799,Housework,1970-01-01 14:19:00,14.53
4792,4,4324.0,799,Child Care,1970-01-01 14:19:00,5.86
4793,5,468.0,799,Adult Care,1970-01-01 14:19:00,0.63
4794,10,30336.0,800,Leisure,1970-01-01 14:20:00,41.13
4795,6,16787.0,800,Work and Education,1970-01-01 14:20:00,22.76
4796,11,11134.0,800,Travel and Other,1970-01-01 14:20:00,15.1
4797,3,10723.0,800,Housework,1970-01-01 14:20:00,14.54
4798,4,4314.0,800,Child Care,1970-01-01 14:20:00,5.85
4799,5,464.0,800,Adult Care,1970-01-01 14:20:00,0.63
4800,10,30881.0,801,Leisure,1970-01-01 14:21:00,41.87
4801,6,16696.0,801,Work and Education,1970-01-01 14:21:00,22.64
4802,3,10809.0,801,Housework,1970-01-01 14:21:00,14.65
4803,11,10482.0,801,Travel and Other,1970-01-01 14:21:00,14.21
4804,4,4387.0,801,Child Care,1970-01-01 14:21:00,5.95
4805,5,503.0,801,Adult Care,1970-01-01 14:21:00,0.68
4806,10,30931.0,802,Leisure,1970-01-01 14:22:00,41.94
4807,6,16694.0,802,Work and Education,1970-01-01 14:22:00,22.63
4808,3,10810.0,802,Housework,1970-01-01 14:22:00,14.66
4809,11,10424.0,802,Travel and Other,1970-01-01 14:22:00,14.13
4810,4,4410.0,802,Child Care,1970-01-01 14:22:00,5.98
4811,5,489.0,802,Adult Care,1970-01-01 14:22:00,0.66
4812,10,30995.0,803,Leisure,1970-01-01 14:23:00,42.02
4813,6,16695.0,803,Work and Education,1970-01-01 14:23:00,22.63
4814,3,10800.0,803,Housework,1970-01-01 14:23:00,14.64
4815,11,10391.0,803,Travel and Other,1970-01-01 14:23:00,14.09
4816,4,4398.0,803,Child Care,1970-01-01 14:23:00,5.96
4817,5,479.0,803,Adult Care,1970-01-01 14:23:00,0.65
4818,10,31009.0,804,Leisure,1970-01-01 14:24:00,42.04
4819,6,16702.0,804,Work and Education,1970-01-01 14:24:00,22.64
4820,3,10816.0,804,Housework,1970-01-01 14:24:00,14.66
4821,11,10357.0,804,Travel and Other,1970-01-01 14:24:00,14.04
4822,4,4402.0,804,Child Care,1970-01-01 14:24:00,5.97
4823,5,472.0,804,Adult Care,1970-01-01 14:24:00,0.64
4824,10,31014.0,805,Leisure,1970-01-01 14:25:00,42.05
4825,6,16701.0,805,Work and Education,1970-01-01 14:25:00,22.64
4826,3,10830.0,805,Housework,1970-01-01 14:25:00,14.68
4827,11,10342.0,805,Travel and Other,1970-01-01 14:25:00,14.02
4828,4,4392.0,805,Child Care,1970-01-01 14:25:00,5.95
4829,5,479.0,805,Adult Care,1970-01-01 14:25:00,0.65
4830,10,31485.0,806,Leisure,1970-01-01 14:26:00,42.69
4831,6,16713.0,806,Work and Education,1970-01-01 14:26:00,22.66
4832,3,10852.0,806,Housework,1970-01-01 14:26:00,14.71
4833,11,9833.0,806,Travel and Other,1970-01-01 14:26:00,13.33
4834,4,4393.0,806,Child Care,1970-01-01 14:26:00,5.96
4835,5,482.0,806,Adult Care,1970-01-01 14:26:00,0.65
4836,10,31532.0,807,Leisure,1970-01-01 14:27:00,42.75
4837,6,16718.0,807,Work and Education,1970-01-01 14:27:00,22.67
4838,3,10840.0,807,Housework,1970-01-01 14:27:00,14.7
4839,11,9812.0,807,Travel and Other,1970-01-01 14:27:00,13.3
4840,4,4378.0,807,Child Care,1970-01-01 14:27:00,5.94
4841,5,478.0,807,Adult Care,1970-01-01 14:27:00,0.65
4842,10,31620.0,808,Leisure,1970-01-01 14:28:00,42.87
4843,6,16721.0,808,Work and Education,1970-01-01 14:28:00,22.67
4844,3,10817.0,808,Housework,1970-01-01 14:28:00,14.67
4845,11,9750.0,808,Travel and Other,1970-01-01 14:28:00,13.22
4846,4,4377.0,808,Child Care,1970-01-01 14:28:00,5.93
4847,5,473.0,808,Adult Care,1970-01-01 14:28:00,0.64
4848,10,31643.0,809,Leisure,1970-01-01 14:29:00,42.9
4849,6,16723.0,809,Work and Education,1970-01-01 14:29:00,22.67
4850,3,10801.0,809,Housework,1970-01-01 14:29:00,14.64
4851,11,9746.0,809,Travel and Other,1970-01-01 14:29:00,13.21
4852,4,4378.0,809,Child Care,1970-01-01 14:29:00,5.94
4853,5,467.0,809,Adult Care,1970-01-01 14:29:00,0.63
4854,10,31670.0,810,Leisure,1970-01-01 14:30:00,42.94
4855,6,16724.0,810,Work and Education,1970-01-01 14:30:00,22.67
4856,3,10794.0,810,Housework,1970-01-01 14:30:00,14.63
4857,11,9722.0,810,Travel and Other,1970-01-01 14:30:00,13.18
4858,4,4382.0,810,Child Care,1970-01-01 14:30:00,5.94
4859,5,466.0,810,Adult Care,1970-01-01 14:30:00,0.63
4860,10,32503.0,811,Leisure,1970-01-01 14:31:00,44.07
4861,6,13546.0,811,Work and Education,1970-01-01 14:31:00,18.37
4862,11,11894.0,811,Travel and Other,1970-01-01 14:31:00,16.13
4863,3,11062.0,811,Housework,1970-01-01 14:31:00,15.0
4864,4,4273.0,811,Child Care,1970-01-01 14:31:00,5.79
4865,5,480.0,811,Adult Care,1970-01-01 14:31:00,0.65
4866,10,32566.0,812,Leisure,1970-01-01 14:32:00,44.15
4867,6,13542.0,812,Work and Education,1970-01-01 14:32:00,18.36
4868,11,11849.0,812,Travel and Other,1970-01-01 14:32:00,16.06
4869,3,11074.0,812,Housework,1970-01-01 14:32:00,15.01
4870,4,4262.0,812,Child Care,1970-01-01 14:32:00,5.78
4871,5,465.0,812,Adult Care,1970-01-01 14:32:00,0.63
4872,10,32668.0,813,Leisure,1970-01-01 14:33:00,44.29
4873,6,13547.0,813,Work and Education,1970-01-01 14:33:00,18.37
4874,11,11758.0,813,Travel and Other,1970-01-01 14:33:00,15.94
4875,3,11052.0,813,Housework,1970-01-01 14:33:00,14.98
4876,4,4277.0,813,Child Care,1970-01-01 14:33:00,5.8
4877,5,456.0,813,Adult Care,1970-01-01 14:33:00,0.62
4878,10,32728.0,814,Leisure,1970-01-01 14:34:00,44.37
4879,6,13545.0,814,Work and Education,1970-01-01 14:34:00,18.36
4880,11,11690.0,814,Travel and Other,1970-01-01 14:34:00,15.85
4881,3,11062.0,814,Housework,1970-01-01 14:34:00,15.0
4882,4,4280.0,814,Child Care,1970-01-01 14:34:00,5.8
4883,5,453.0,814,Adult Care,1970-01-01 14:34:00,0.61
4884,10,32769.0,815,Leisure,1970-01-01 14:35:00,44.43
4885,6,13548.0,815,Work and Education,1970-01-01 14:35:00,18.37
4886,11,11642.0,815,Travel and Other,1970-01-01 14:35:00,15.78
4887,3,11066.0,815,Housework,1970-01-01 14:35:00,15.0
4888,4,4285.0,815,Child Care,1970-01-01 14:35:00,5.81
4889,5,448.0,815,Adult Care,1970-01-01 14:35:00,0.61
4890,10,33231.0,816,Leisure,1970-01-01 14:36:00,45.05
4891,6,13545.0,816,Work and Education,1970-01-01 14:36:00,18.36
4892,11,11133.0,816,Travel and Other,1970-01-01 14:36:00,15.09
4893,3,11051.0,816,Housework,1970-01-01 14:36:00,14.98
4894,4,4335.0,816,Child Care,1970-01-01 14:36:00,5.88
4895,5,463.0,816,Adult Care,1970-01-01 14:36:00,0.63
4896,10,33273.0,817,Leisure,1970-01-01 14:37:00,45.11
4897,6,13542.0,817,Work and Education,1970-01-01 14:37:00,18.36
4898,11,11117.0,817,Travel and Other,1970-01-01 14:37:00,15.07
4899,3,11054.0,817,Housework,1970-01-01 14:37:00,14.99
4900,4,4324.0,817,Child Care,1970-01-01 14:37:00,5.86
4901,5,448.0,817,Adult Care,1970-01-01 14:37:00,0.61
4902,10,33345.0,818,Leisure,1970-01-01 14:38:00,45.21
4903,6,13540.0,818,Work and Education,1970-01-01 14:38:00,18.36
4904,11,11060.0,818,Travel and Other,1970-01-01 14:38:00,14.99
4905,3,11045.0,818,Housework,1970-01-01 14:38:00,14.97
4906,4,4322.0,818,Child Care,1970-01-01 14:38:00,5.86
4907,5,446.0,818,Adult Care,1970-01-01 14:38:00,0.6
4908,10,33391.0,819,Leisure,1970-01-01 14:39:00,45.27
4909,6,13536.0,819,Work and Education,1970-01-01 14:39:00,18.35
4910,3,11041.0,819,Housework,1970-01-01 14:39:00,14.97
4911,11,11018.0,819,Travel and Other,1970-01-01 14:39:00,14.94
4912,4,4331.0,819,Child Care,1970-01-01 14:39:00,5.87
4913,5,441.0,819,Adult Care,1970-01-01 14:39:00,0.6
4914,10,33428.0,820,Leisure,1970-01-01 14:40:00,45.32
4915,6,13536.0,820,Work and Education,1970-01-01 14:40:00,18.35
4916,3,11035.0,820,Housework,1970-01-01 14:40:00,14.96
4917,11,10992.0,820,Travel and Other,1970-01-01 14:40:00,14.9
4918,4,4325.0,820,Child Care,1970-01-01 14:40:00,5.86
4919,5,442.0,820,Adult Care,1970-01-01 14:40:00,0.6
4920,10,34015.0,821,Leisure,1970-01-01 14:41:00,46.12
4921,6,13515.0,821,Work and Education,1970-01-01 14:41:00,18.32
4922,3,11038.0,821,Housework,1970-01-01 14:41:00,14.97
4923,11,10363.0,821,Travel and Other,1970-01-01 14:41:00,14.05
4924,4,4366.0,821,Child Care,1970-01-01 14:41:00,5.92
4925,5,461.0,821,Adult Care,1970-01-01 14:41:00,0.63
4926,10,34064.0,822,Leisure,1970-01-01 14:42:00,46.18
4927,6,13511.0,822,Work and Education,1970-01-01 14:42:00,18.32
4928,3,11036.0,822,Housework,1970-01-01 14:42:00,14.96
4929,11,10340.0,822,Travel and Other,1970-01-01 14:42:00,14.02
4930,4,4352.0,822,Child Care,1970-01-01 14:42:00,5.9
4931,5,455.0,822,Adult Care,1970-01-01 14:42:00,0.62
4932,10,34113.0,823,Leisure,1970-01-01 14:43:00,46.25
4933,6,13523.0,823,Work and Education,1970-01-01 14:43:00,18.33
4934,3,11036.0,823,Housework,1970-01-01 14:43:00,14.96
4935,11,10287.0,823,Travel and Other,1970-01-01 14:43:00,13.95
4936,4,4354.0,823,Child Care,1970-01-01 14:43:00,5.9
4937,5,445.0,823,Adult Care,1970-01-01 14:43:00,0.6
4938,10,34135.0,824,Leisure,1970-01-01 14:44:00,46.28
4939,6,13529.0,824,Work and Education,1970-01-01 14:44:00,18.34
4940,3,11045.0,824,Housework,1970-01-01 14:44:00,14.97
4941,11,10250.0,824,Travel and Other,1970-01-01 14:44:00,13.9
4942,4,4351.0,824,Child Care,1970-01-01 14:44:00,5.9
4943,5,448.0,824,Adult Care,1970-01-01 14:44:00,0.61
4944,10,34133.0,825,Leisure,1970-01-01 14:45:00,46.28
4945,6,13530.0,825,Work and Education,1970-01-01 14:45:00,18.34
4946,3,11048.0,825,Housework,1970-01-01 14:45:00,14.98
4947,11,10242.0,825,Travel and Other,1970-01-01 14:45:00,13.89
4948,4,4359.0,825,Child Care,1970-01-01 14:45:00,5.91
4949,5,446.0,825,Adult Care,1970-01-01 14:45:00,0.6
4950,10,34774.0,826,Leisure,1970-01-01 14:46:00,47.15
4951,6,13182.0,826,Work and Education,1970-01-01 14:46:00,17.87
4952,3,11019.0,826,Housework,1970-01-01 14:46:00,14.94
4953,11,9863.0,826,Travel and Other,1970-01-01 14:46:00,13.37
4954,4,4449.0,826,Child Care,1970-01-01 14:46:00,6.03
4955,5,471.0,826,Adult Care,1970-01-01 14:46:00,0.64
4956,10,34815.0,827,Leisure,1970-01-01 14:47:00,47.2
4957,6,13181.0,827,Work and Education,1970-01-01 14:47:00,17.87
4958,3,11019.0,827,Housework,1970-01-01 14:47:00,14.94
4959,11,9851.0,827,Travel and Other,1970-01-01 14:47:00,13.36
4960,4,4439.0,827,Child Care,1970-01-01 14:47:00,6.02
4961,5,453.0,827,Adult Care,1970-01-01 14:47:00,0.61
4962,10,34874.0,828,Leisure,1970-01-01 14:48:00,47.28
4963,6,13181.0,828,Work and Education,1970-01-01 14:48:00,17.87
4964,3,11018.0,828,Housework,1970-01-01 14:48:00,14.94
4965,11,9801.0,828,Travel and Other,1970-01-01 14:48:00,13.29
4966,4,4428.0,828,Child Care,1970-01-01 14:48:00,6.0
4967,5,456.0,828,Adult Care,1970-01-01 14:48:00,0.62
4968,10,34898.0,829,Leisure,1970-01-01 14:49:00,47.31
4969,6,13186.0,829,Work and Education,1970-01-01 14:49:00,17.88
4970,3,11030.0,829,Housework,1970-01-01 14:49:00,14.95
4971,11,9771.0,829,Travel and Other,1970-01-01 14:49:00,13.25
4972,4,4423.0,829,Child Care,1970-01-01 14:49:00,6.0
4973,5,450.0,829,Adult Care,1970-01-01 14:49:00,0.61
4974,10,34924.0,830,Leisure,1970-01-01 14:50:00,47.35
4975,6,13191.0,830,Work and Education,1970-01-01 14:50:00,17.88
4976,3,11046.0,830,Housework,1970-01-01 14:50:00,14.98
4977,11,9723.0,830,Travel and Other,1970-01-01 14:50:00,13.18
4978,4,4426.0,830,Child Care,1970-01-01 14:50:00,6.0
4979,5,448.0,830,Adult Care,1970-01-01 14:50:00,0.61
4980,10,35443.0,831,Leisure,1970-01-01 14:51:00,48.05
4981,6,13174.0,831,Work and Education,1970-01-01 14:51:00,17.86
4982,3,11017.0,831,Housework,1970-01-01 14:51:00,14.94
4983,11,9187.0,831,Travel and Other,1970-01-01 14:51:00,12.46
4984,4,4490.0,831,Child Care,1970-01-01 14:51:00,6.09
4985,5,447.0,831,Adult Care,1970-01-01 14:51:00,0.61
4986,10,35474.0,832,Leisure,1970-01-01 14:52:00,48.1
4987,6,13174.0,832,Work and Education,1970-01-01 14:52:00,17.86
4988,3,11024.0,832,Housework,1970-01-01 14:52:00,14.95
4989,11,9162.0,832,Travel and Other,1970-01-01 14:52:00,12.42
4990,4,4482.0,832,Child Care,1970-01-01 14:52:00,6.08
4991,5,442.0,832,Adult Care,1970-01-01 14:52:00,0.6
4992,10,35530.0,833,Leisure,1970-01-01 14:53:00,48.17
4993,6,13176.0,833,Work and Education,1970-01-01 14:53:00,17.86
4994,3,11018.0,833,Housework,1970-01-01 14:53:00,14.94
4995,11,9103.0,833,Travel and Other,1970-01-01 14:53:00,12.34
4996,4,4485.0,833,Child Care,1970-01-01 14:53:00,6.08
4997,5,446.0,833,Adult Care,1970-01-01 14:53:00,0.6
4998,10,35544.0,834,Leisure,1970-01-01 14:54:00,48.19
4999,6,13183.0,834,Work and Education,1970-01-01 14:54:00,17.87
5000,3,11026.0,834,Housework,1970-01-01 14:54:00,14.95
5001,11,9068.0,834,Travel and Other,1970-01-01 14:54:00,12.29
5002,4,4487.0,834,Child Care,1970-01-01 14:54:00,6.08
5003,5,450.0,834,Adult Care,1970-01-01 14:54:00,0.61
5004,10,35585.0,835,Leisure,1970-01-01 14:55:00,48.25
5005,6,13179.0,835,Work and Education,1970-01-01 14:55:00,17.87
5006,3,11012.0,835,Housework,1970-01-01 14:55:00,14.93
5007,11,9041.0,835,Travel and Other,1970-01-01 14:55:00,12.26
5008,4,4492.0,835,Child Care,1970-01-01 14:55:00,6.09
5009,5,449.0,835,Adult Care,1970-01-01 14:55:00,0.61
5010,10,35993.0,836,Leisure,1970-01-01 14:56:00,48.8
5011,6,13211.0,836,Work and Education,1970-01-01 14:56:00,17.91
5012,3,10976.0,836,Housework,1970-01-01 14:56:00,14.88
5013,11,8618.0,836,Travel and Other,1970-01-01 14:56:00,11.68
5014,4,4513.0,836,Child Care,1970-01-01 14:56:00,6.12
5015,5,447.0,836,Adult Care,1970-01-01 14:56:00,0.61
5016,10,36047.0,837,Leisure,1970-01-01 14:57:00,48.87
5017,6,13212.0,837,Work and Education,1970-01-01 14:57:00,17.91
5018,3,10962.0,837,Housework,1970-01-01 14:57:00,14.86
5019,11,8588.0,837,Travel and Other,1970-01-01 14:57:00,11.64
5020,4,4502.0,837,Child Care,1970-01-01 14:57:00,6.1
5021,5,447.0,837,Adult Care,1970-01-01 14:57:00,0.61
5022,10,36094.0,838,Leisure,1970-01-01 14:58:00,48.94
5023,6,13217.0,838,Work and Education,1970-01-01 14:58:00,17.92
5024,3,10962.0,838,Housework,1970-01-01 14:58:00,14.86
5025,11,8552.0,838,Travel and Other,1970-01-01 14:58:00,11.59
5026,4,4493.0,838,Child Care,1970-01-01 14:58:00,6.09
5027,5,440.0,838,Adult Care,1970-01-01 14:58:00,0.6
5028,10,36153.0,839,Leisure,1970-01-01 14:59:00,49.02
5029,6,13221.0,839,Work and Education,1970-01-01 14:59:00,17.92
5030,3,10963.0,839,Housework,1970-01-01 14:59:00,14.86
5031,11,8490.0,839,Travel and Other,1970-01-01 14:59:00,11.51
5032,4,4491.0,839,Child Care,1970-01-01 14:59:00,6.09
5033,5,440.0,839,Adult Care,1970-01-01 14:59:00,0.6
5034,10,36189.0,840,Leisure,1970-01-01 15:00:00,49.06
5035,6,13223.0,840,Work and Education,1970-01-01 15:00:00,17.93
5036,3,10957.0,840,Housework,1970-01-01 15:00:00,14.86
5037,11,8454.0,840,Travel and Other,1970-01-01 15:00:00,11.46
5038,4,4489.0,840,Child Care,1970-01-01 15:00:00,6.09
5039,5,446.0,840,Adult Care,1970-01-01 15:00:00,0.6
5040,10,36920.0,841,Leisure,1970-01-01 15:01:00,50.06
5041,3,10984.0,841,Housework,1970-01-01 15:01:00,14.89
5042,11,10790.0,841,Travel and Other,1970-01-01 15:01:00,14.63
5043,6,10217.0,841,Work and Education,1970-01-01 15:01:00,13.85
5044,4,4389.0,841,Child Care,1970-01-01 15:01:00,5.95
5045,5,458.0,841,Adult Care,1970-01-01 15:01:00,0.62
5046,10,37001.0,842,Leisure,1970-01-01 15:02:00,50.17
5047,3,10991.0,842,Housework,1970-01-01 15:02:00,14.9
5048,11,10718.0,842,Travel and Other,1970-01-01 15:02:00,14.53
5049,6,10230.0,842,Work and Education,1970-01-01 15:02:00,13.87
5050,4,4378.0,842,Child Care,1970-01-01 15:02:00,5.94
5051,5,440.0,842,Adult Care,1970-01-01 15:02:00,0.6
5052,10,37081.0,843,Leisure,1970-01-01 15:03:00,50.27
5053,3,11004.0,843,Housework,1970-01-01 15:03:00,14.92
5054,11,10643.0,843,Travel and Other,1970-01-01 15:03:00,14.43
5055,6,10239.0,843,Work and Education,1970-01-01 15:03:00,13.88
5056,4,4365.0,843,Child Care,1970-01-01 15:03:00,5.92
5057,5,426.0,843,Adult Care,1970-01-01 15:03:00,0.58
5058,10,37161.0,844,Leisure,1970-01-01 15:04:00,50.38
5059,3,11009.0,844,Housework,1970-01-01 15:04:00,14.93
5060,11,10559.0,844,Travel and Other,1970-01-01 15:04:00,14.32
5061,6,10238.0,844,Work and Education,1970-01-01 15:04:00,13.88
5062,4,4365.0,844,Child Care,1970-01-01 15:04:00,5.92
5063,5,426.0,844,Adult Care,1970-01-01 15:04:00,0.58
5064,10,37210.0,845,Leisure,1970-01-01 15:05:00,50.45
5065,3,10991.0,845,Housework,1970-01-01 15:05:00,14.9
5066,11,10520.0,845,Travel and Other,1970-01-01 15:05:00,14.26
5067,6,10243.0,845,Work and Education,1970-01-01 15:05:00,13.89
5068,4,4366.0,845,Child Care,1970-01-01 15:05:00,5.92
5069,5,428.0,845,Adult Care,1970-01-01 15:05:00,0.58
5070,10,37768.0,846,Leisure,1970-01-01 15:06:00,51.21
5071,3,10950.0,846,Housework,1970-01-01 15:06:00,14.85
5072,6,10244.0,846,Work and Education,1970-01-01 15:06:00,13.89
5073,11,9893.0,846,Travel and Other,1970-01-01 15:06:00,13.41
5074,4,4430.0,846,Child Care,1970-01-01 15:06:00,6.01
5075,5,473.0,846,Adult Care,1970-01-01 15:06:00,0.64
5076,10,37840.0,847,Leisure,1970-01-01 15:07:00,51.3
5077,3,10935.0,847,Housework,1970-01-01 15:07:00,14.83
5078,6,10250.0,847,Work and Education,1970-01-01 15:07:00,13.9
5079,11,9845.0,847,Travel and Other,1970-01-01 15:07:00,13.35
5080,4,4422.0,847,Child Care,1970-01-01 15:07:00,6.0
5081,5,466.0,847,Adult Care,1970-01-01 15:07:00,0.63
5082,10,37938.0,848,Leisure,1970-01-01 15:08:00,51.44
5083,3,10924.0,848,Housework,1970-01-01 15:08:00,14.81
5084,6,10254.0,848,Work and Education,1970-01-01 15:08:00,13.9
5085,11,9754.0,848,Travel and Other,1970-01-01 15:08:00,13.22
5086,4,4433.0,848,Child Care,1970-01-01 15:08:00,6.01
5087,5,455.0,848,Adult Care,1970-01-01 15:08:00,0.62
5088,10,37983.0,849,Leisure,1970-01-01 15:09:00,51.5
5089,3,10925.0,849,Housework,1970-01-01 15:09:00,14.81
5090,6,10255.0,849,Work and Education,1970-01-01 15:09:00,13.9
5091,11,9703.0,849,Travel and Other,1970-01-01 15:09:00,13.16
5092,4,4435.0,849,Child Care,1970-01-01 15:09:00,6.01
5093,5,457.0,849,Adult Care,1970-01-01 15:09:00,0.62
5094,10,38010.0,850,Leisure,1970-01-01 15:10:00,51.53
5095,3,10926.0,850,Housework,1970-01-01 15:10:00,14.81
5096,6,10256.0,850,Work and Education,1970-01-01 15:10:00,13.9
5097,11,9687.0,850,Travel and Other,1970-01-01 15:10:00,13.13
5098,4,4428.0,850,Child Care,1970-01-01 15:10:00,6.0
5099,5,451.0,850,Adult Care,1970-01-01 15:10:00,0.61
5100,10,38694.0,851,Leisure,1970-01-01 15:11:00,52.46
5101,3,10827.0,851,Housework,1970-01-01 15:11:00,14.68
5102,6,10299.0,851,Work and Education,1970-01-01 15:11:00,13.96
5103,11,9001.0,851,Travel and Other,1970-01-01 15:11:00,12.2
5104,4,4492.0,851,Child Care,1970-01-01 15:11:00,6.09
5105,5,445.0,851,Adult Care,1970-01-01 15:11:00,0.6
5106,10,38704.0,852,Leisure,1970-01-01 15:12:00,52.47
5107,3,10832.0,852,Housework,1970-01-01 15:12:00,14.69
5108,6,10304.0,852,Work and Education,1970-01-01 15:12:00,13.97
5109,11,8993.0,852,Travel and Other,1970-01-01 15:12:00,12.19
5110,4,4491.0,852,Child Care,1970-01-01 15:12:00,6.09
5111,5,434.0,852,Adult Care,1970-01-01 15:12:00,0.59
5112,10,38786.0,853,Leisure,1970-01-01 15:13:00,52.59
5113,3,10819.0,853,Housework,1970-01-01 15:13:00,14.67
5114,6,10308.0,853,Work and Education,1970-01-01 15:13:00,13.98
5115,11,8927.0,853,Travel and Other,1970-01-01 15:13:00,12.1
5116,4,4479.0,853,Child Care,1970-01-01 15:13:00,6.07
5117,5,439.0,853,Adult Care,1970-01-01 15:13:00,0.6
5118,10,38813.0,854,Leisure,1970-01-01 15:14:00,52.62
5119,3,10807.0,854,Housework,1970-01-01 15:14:00,14.65
5120,6,10308.0,854,Work and Education,1970-01-01 15:14:00,13.98
5121,11,8916.0,854,Travel and Other,1970-01-01 15:14:00,12.09
5122,4,4479.0,854,Child Care,1970-01-01 15:14:00,6.07
5123,5,435.0,854,Adult Care,1970-01-01 15:14:00,0.59
5124,10,38819.0,855,Leisure,1970-01-01 15:15:00,52.63
5125,3,10812.0,855,Housework,1970-01-01 15:15:00,14.66
5126,6,10312.0,855,Work and Education,1970-01-01 15:15:00,13.98
5127,11,8914.0,855,Travel and Other,1970-01-01 15:15:00,12.09
5128,4,4469.0,855,Child Care,1970-01-01 15:15:00,6.06
5129,5,432.0,855,Adult Care,1970-01-01 15:15:00,0.59
5130,10,39394.0,856,Leisure,1970-01-01 15:16:00,53.41
5131,3,10634.0,856,Housework,1970-01-01 15:16:00,14.42
5132,6,10140.0,856,Work and Education,1970-01-01 15:16:00,13.75
5133,11,8533.0,856,Travel and Other,1970-01-01 15:16:00,11.57
5134,4,4607.0,856,Child Care,1970-01-01 15:16:00,6.25
5135,5,450.0,856,Adult Care,1970-01-01 15:16:00,0.61
5136,10,39429.0,857,Leisure,1970-01-01 15:17:00,53.46
5137,3,10623.0,857,Housework,1970-01-01 15:17:00,14.4
5138,6,10146.0,857,Work and Education,1970-01-01 15:17:00,13.76
5139,11,8521.0,857,Travel and Other,1970-01-01 15:17:00,11.55
5140,4,4597.0,857,Child Care,1970-01-01 15:17:00,6.23
5141,5,442.0,857,Adult Care,1970-01-01 15:17:00,0.6
5142,10,39476.0,858,Leisure,1970-01-01 15:18:00,53.52
5143,3,10621.0,858,Housework,1970-01-01 15:18:00,14.4
5144,6,10151.0,858,Work and Education,1970-01-01 15:18:00,13.76
5145,11,8490.0,858,Travel and Other,1970-01-01 15:18:00,11.51
5146,4,4589.0,858,Child Care,1970-01-01 15:18:00,6.22
5147,5,431.0,858,Adult Care,1970-01-01 15:18:00,0.58
5148,10,39520.0,859,Leisure,1970-01-01 15:19:00,53.58
5149,3,10605.0,859,Housework,1970-01-01 15:19:00,14.38
5150,6,10155.0,859,Work and Education,1970-01-01 15:19:00,13.77
5151,11,8464.0,859,Travel and Other,1970-01-01 15:19:00,11.48
